xflr5 v6.61

 Calculated polar for: C:/Users/mahes/Desktop/JulNov26/Work/AS5100_MP/s7055.dat

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.060     Re =     0.400 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -5.000,-0.1583, 0.02125, 0.01624,-0.0790,0.8690,0.0224,-2.7190, 0.0000, 0.0000, 0.0000,-0.2606
 -4.800,-0.1407, 0.01913, 0.01378,-0.0780,0.8632,0.0222,-2.7320, 0.0000, 0.0000, 0.0000,-0.3168
 -4.600,-0.1226, 0.01679, 0.01107,-0.0770,0.8573,0.0213,-2.7829, 0.0000, 0.0000, 0.0000,-0.3914
 -4.400,-0.1034, 0.01512, 0.00913,-0.0760,0.8512,0.0212,-2.7808, 0.0000, 0.0000, 0.0000,-0.5011
 -4.200,-0.0837, 0.01391, 0.00772,-0.0751,0.8454,0.0216,-2.7444, 0.0000, 0.0000, 0.0000,-0.6660
 -4.000,-0.0638, 0.01300, 0.00665,-0.0743,0.8398,0.0232,-2.7018, 0.0000, 0.0000, 0.0000,-0.9385
 -3.600,-0.0204, 0.01270, 0.00627,-0.0738,0.8291,0.0409,-2.5288, 0.0000, 0.0000, 0.0000,-3.4218
 -3.400,-0.0010, 0.01188, 0.00540,-0.0733,0.8233,0.0472,-2.3979, 0.0000, 0.0000, 0.0000,-73.3557
 -3.200, 0.0202, 0.01171, 0.00521,-0.0730,0.8173,0.0516,-2.2202, 0.0000, 0.0000, 0.0000, 3.9181
 -3.000, 0.0412, 0.01143, 0.00484,-0.0726,0.8113,0.0540,-2.0620, 0.0000, 0.0000, 0.0000, 2.0359
 -2.800, 0.0623, 0.01116, 0.00450,-0.0722,0.8053,0.0559,-1.9056, 0.0000, 0.0000, 0.0000, 1.4239
 -2.600, 0.0834, 0.01088, 0.00418,-0.0719,0.7993,0.0575,-1.7510, 0.0000, 0.0000, 0.0000, 1.1218
 -2.400, 0.1048, 0.01067, 0.00393,-0.0716,0.7931,0.0590,-1.5958, 0.0000, 0.0000, 0.0000, 0.9406
 -2.200, 0.1250, 0.01018, 0.00339,-0.0711,0.7867,0.0669,-1.4629, 0.0000, 0.0000, 0.0000, 0.8242
 -2.000, 0.1461, 0.00996, 0.00312,-0.0707,0.7802,0.0761,-1.3171, 0.0000, 0.0000, 0.0000, 0.7380
 -1.800, 0.1670, 0.00966, 0.00287,-0.0704,0.7737,0.0983,-1.1800, 0.0000, 0.0000, 0.0000, 0.6742
 -1.600, 0.1863, 0.00908, 0.00270,-0.0700,0.7674,0.2026,-1.0466, 0.0000, 0.0000, 0.0000, 0.6279
 -1.400, 0.2046, 0.00849, 0.00261,-0.0695,0.7606,0.3560,-0.9124, 0.0000, 0.0000, 0.0000, 0.5912
 -1.200, 0.2222, 0.00795, 0.00245,-0.0687,0.7537,0.5026,-0.7901, 0.0000, 0.0000, 0.0000, 0.5602
 -1.000, 0.2381, 0.00746, 0.00241,-0.0673,0.7464,0.6551,-0.7103, 0.0000, 0.0000, 0.0000, 0.5333
 -0.800, 0.2531, 0.00702, 0.00245,-0.0654,0.7399,0.8043,-0.6368, 0.0000, 0.0000, 0.0000, 0.5085
 -0.600, 0.2844, 0.00683, 0.00250,-0.0666,0.7335,0.9197,-0.5975, 0.0000, 0.0000, 0.0000, 0.4841
 -0.400, 0.3289, 0.00684, 0.00247,-0.0711,0.7269,0.9697,-0.6264, 0.0000, 0.0000, 0.0000, 0.4655
 -0.200, 0.3887, 0.00685, 0.00235,-0.0790,0.7199,0.9974,-0.6651, 0.0000, 0.0000, 0.0000, 0.4523
  0.000, 0.4149, 0.00690, 0.00228,-0.0798,0.7113,1.0000,-0.6863, 0.0000, 0.0000, 0.0000, 0.4413
  0.200, 0.4350, 0.00692, 0.00225,-0.0794,0.7043,1.0000,-0.7042, 0.0000, 0.0000, 0.0000, 0.4313
  0.400, 0.4550, 0.00693, 0.00223,-0.0790,0.6965,1.0000,-0.7230, 0.0000, 0.0000, 0.0000, 0.4221
  0.600, 0.4750, 0.00697, 0.00220,-0.0785,0.6883,1.0000,-0.7428, 0.0000, 0.0000, 0.0000, 0.4136
  0.800, 0.4949, 0.00704, 0.00217,-0.0780,0.6796,1.0000,-0.7627, 0.0000, 0.0000, 0.0000, 0.4058
  1.000, 0.5151, 0.00710, 0.00218,-0.0776,0.6715,1.0000,-0.7827, 0.0000, 0.0000, 0.0000, 0.3986
  1.200, 0.5353, 0.00713, 0.00221,-0.0772,0.6638,1.0000,-0.8028, 0.0000, 0.0000, 0.0000, 0.3920
  1.400, 0.5554, 0.00718, 0.00221,-0.0768,0.6553,1.0000,-0.8230, 0.0000, 0.0000, 0.0000, 0.3858
  1.600, 0.5752, 0.00727, 0.00220,-0.0763,0.6462,1.0000,-0.8436, 0.0000, 0.0000, 0.0000, 0.3799
  1.800, 0.5953, 0.00736, 0.00223,-0.0758,0.6372,1.0000,-0.8677, 0.0000, 0.0000, 0.0000, 0.3745
  2.000, 0.6156, 0.00740, 0.00227,-0.0754,0.6295,1.0000,-0.8928, 0.0000, 0.0000, 0.0000, 0.3695
  2.200, 0.6358, 0.00747, 0.00230,-0.0750,0.6209,1.0000,-0.9180, 0.0000, 0.0000, 0.0000, 0.3648
  2.400, 0.6557, 0.00757, 0.00232,-0.0745,0.6120,1.0000,-0.9431, 0.0000, 0.0000, 0.0000, 0.3603
  2.600, 0.6755, 0.00771, 0.00238,-0.0740,0.6022,1.0000,-0.9682, 0.0000, 0.0000, 0.0000, 0.3560
  2.800, 0.6958, 0.00775, 0.00244,-0.0736,0.5942,1.0000,-0.9953, 0.0000, 0.0000, 0.0000, 0.3521
  3.000, 0.7157, 0.00784, 0.00249,-0.0732,0.5837,1.0000,-1.0237, 0.0000, 0.0000, 0.0000, 0.3483
  3.200, 0.7351, 0.00797, 0.00254,-0.0726,0.5727,1.0000,-1.0519, 0.0000, 0.0000, 0.0000, 0.3446
  3.400, 0.7550, 0.00809, 0.00263,-0.0721,0.5635,1.0000,-1.0811, 0.0000, 0.0000, 0.0000, 0.3412
  3.600, 0.7752, 0.00816, 0.00271,-0.0718,0.5552,1.0000,-1.1136, 0.0000, 0.0000, 0.0000, 0.3381
  3.800, 0.7951, 0.00828, 0.00286,-0.0713,0.5454,1.0000,-1.1460, 0.0000, 0.0000, 0.0000, 0.3350
  4.000, 0.8142, 0.00844, 0.00295,-0.0707,0.5342,1.0000,-1.1817, 0.0000, 0.0000, 0.0000, 0.3319
  4.200, 0.8343, 0.00855, 0.00306,-0.0703,0.5251,1.0000,-1.2188, 0.0000, 0.0000, 0.0000, 0.3292
  4.400, 0.8544, 0.00865, 0.00316,-0.0699,0.5154,1.0000,-1.2563, 0.0000, 0.0000, 0.0000, 0.3265
  4.600, 0.8738, 0.00881, 0.00326,-0.0694,0.5044,1.0000,-1.2966, 0.0000, 0.0000, 0.0000, 0.3239
  4.800, 0.8928, 0.00900, 0.00339,-0.0688,0.4925,1.0000,-1.3403, 0.0000, 0.0000, 0.0000, 0.3214
  5.000, 0.9131, 0.00909, 0.00352,-0.0685,0.4831,1.0000,-1.3903, 0.0000, 0.0000, 0.0000, 0.3191
  5.200, 0.9325, 0.00925, 0.00364,-0.0680,0.4714,1.0000,-1.4397, 0.0000, 0.0000, 0.0000, 0.3167
  5.400, 0.9506, 0.00948, 0.00377,-0.0672,0.4541,1.0000,-1.4928, 0.0000, 0.0000, 0.0000, 0.3144
  5.600, 0.9677, 0.00973, 0.00389,-0.0664,0.4276,1.0000,-1.5483, 0.0000, 0.0000, 0.0000, 0.3120
  5.800, 0.9840, 0.01006, 0.00404,-0.0654,0.3943,1.0000,-1.6031, 0.0000, 0.0000, 0.0000, 0.3096
  6.000, 0.9994, 0.01047, 0.00425,-0.0644,0.3583,1.0000,-1.6723, 0.0000, 0.0000, 0.0000, 0.3073
  6.200, 1.0169, 0.01078, 0.00446,-0.0636,0.3346,1.0000,-1.7729, 0.0000, 0.0000, 0.0000, 0.3053
  6.400, 1.0338, 0.01114, 0.00470,-0.0628,0.3133,1.0000,-1.9169, 0.0000, 0.0000, 0.0000, 0.3033
  6.600, 1.0543, 0.01126, 0.00502,-0.0626,0.3149,1.0000,-2.0438, 0.0000, 0.0000, 0.0000, 0.3016
  6.800, 1.0719, 0.01157, 0.00527,-0.0619,0.2956,1.0000,-2.2165, 0.0000, 0.0000, 0.0000, 0.2997
  7.000, 1.0884, 0.01196, 0.00555,-0.0611,0.2730,1.0000,-2.4267, 0.0000, 0.0000, 0.0000, 0.2979
  7.200, 1.1039, 0.01243, 0.00588,-0.0602,0.2481,1.0000,-2.6355, 0.0000, 0.0000, 0.0000, 0.2960
  7.400, 1.1188, 0.01294, 0.00624,-0.0592,0.2223,1.0000,-2.8445, 0.0000, 0.0000, 0.0000, 0.2941
  7.600, 1.1328, 0.01351, 0.00665,-0.0581,0.1923,1.0000,-3.0500, 0.0000, 0.0000, 0.0000, 0.2922
  7.800, 1.1453, 0.01421, 0.00713,-0.0568,0.1575,1.0000,-3.2446, 0.0000, 0.0000, 0.0000, 0.2903
  8.000, 1.1519, 0.01533, 0.00786,-0.0548,0.1045,1.0000,-3.4003, 0.0000, 0.0000, 0.0000, 0.2880
  8.200, 1.1550, 0.01669, 0.00881,-0.0523,0.0518,1.0000,-3.5276, 0.0000, 0.0000, 0.0000, 0.2855
  8.400, 1.1562, 0.01812, 0.00993,-0.0494,0.0114,1.0000,-3.6356, 0.0000, 0.0000, 0.0000, 0.2827
  8.600, 1.1669, 0.01878, 0.01060,-0.0477,0.0071,1.0000,-3.7811, 0.0000, 0.0000, 0.0000, 0.2806
  8.800, 1.1779, 0.01937, 0.01127,-0.0460,0.0056,1.0000,-3.9089, 0.0000, 0.0000, 0.0000, 0.2784
  9.000, 1.1879, 0.02001, 0.01203,-0.0442,0.0052,1.0000,-4.0441, 0.0000, 0.0000, 0.0000, 0.2763
  9.200, 1.1978, 0.02066, 0.01280,-0.0425,0.0051,1.0000,-4.2027, 0.0000, 0.0000, 0.0000, 0.2743
  9.400, 1.2066, 0.02141, 0.01366,-0.0407,0.0050,1.0000,-4.3547, 0.0000, 0.0000, 0.0000, 0.2723
  9.600, 1.2134, 0.02232, 0.01475,-0.0388,0.0049,1.0000,-4.4885, 0.0000, 0.0000, 0.0000, 0.2702
  9.800, 1.2190, 0.02333, 0.01588,-0.0369,0.0049,1.0000,-4.6319, 0.0000, 0.0000, 0.0000, 0.2682
 10.000, 1.2229, 0.02448, 0.01715,-0.0349,0.0049,1.0000,-4.7587, 0.0000, 0.0000, 0.0000, 0.2662
 10.200, 1.2255, 0.02578, 0.01856,-0.0330,0.0049,1.0000,-4.8735, 0.0000, 0.0000, 0.0000, 0.2642
